BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000008069,906269259,"3F1  ","35 CASTLE TERRACE ","EDINBURGH ",EH1 2EL,2024-01-11,"RdSAP, existing dwelling",2024-01-11,374.00,93,7599.0000,1227.0000,52,E,59,D,37,F,45,E,80.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 318; Energy Rating after improvement: D 57; Environmental Rating after improvement: E 43; Green Deal Eligible: Y | Description: Secondary glazing to single glazed windows; Indicative Cost: £1,000 - £1,500; Typical Saving: 92; Energy Rating after improvement: D 59; Environmental Rating after improvement: E 45; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","Pitched, no insulation (assumed) ","Very Poor ","Very Poor ","(another dwelling below) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, coal ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,7.50,1.30,6684.0000,5448.0000,540.00,540.00,375.00,384.00,,,19757,2123,-8565,0,-3653,,before 1919,3,S01002109 (Tollcross),310.00,0,8,8,100,top floor,03,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,2,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,10.47,00QPML,City Centre,0,Enclosed Mid-Terrace,Flat,S01008660 (Tollcross - 02),2024-01-11 17:52:35.4685587
1000008525,906319798,"PF1  ","14 SPITTAL STREET ","EDINBURGH ",EH3 9DT,2024-01-25,"RdSAP, existing dwelling",2024-01-29,210.00,46,2250.0000,597.0000,74,C,80,C,76,C,84,B,37.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 199; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.70,0.60,1737.0000,1140.0000,312.00,312.00,201.00,201.00,,,5028,1215,0,0,-2365,,before 1919,3.08,S01002093 (Tollcross),141.00,0,6,6,100,ground floor,01,1,2,unheated corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),marketed sale,10.73,00QPML,City Centre,0,Mid-Terrace,Flat,S01008661 (Tollcross - 03),2024-01-29 13:55:26.7207007
1000008579,906277540,"2F4  ","21 GIBSON TERRACE ","EDINBURGH ",EH11 1AT,2024-02-15,"RdSAP, existing dwelling",2024-02-15,161.00,55,2127.0000,426.0000,78,C,81,B,80,C,85,B,28.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 143; Energy Rating after improvement: B 81; Environmental Rating after improvement: B 85; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.60,0.40,1404.0000,975.0000,483.00,486.00,240.00,240.00,,,3684,1887,0,0,-1693,,before 1919,2.83,S01002058 (Dalry and Fountainbridge),119.00,0,6,6,100,mid floor,01,1,2,unheated corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Unknown,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,6.25,00QPMJ,Fountainbridge/Craiglockhart,0,Mid-Terrace,Flat,S01008651 (Dalry and Fountainbridge - 01),2024-02-15 13:12:54.6651648
1000011701,906048102,"FLAT 7  ","26 CAUSEWAYSIDE ","EDINBURGH ",EH9 1QB,2024-03-18,"RdSAP, existing dwelling",2024-03-18,368.00,38,3198.0000,1053.0000,68,D,80,C,64,D,68,D,62.00,"Description: Increase loft insulation to 270 mm; Indicative Cost: £100 - £350; Typical Saving: 132; Energy Rating after improvement: C 72; Environmental Rating after improvement: D 68; Green Deal Eligible: Y | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £15 - £30; Typical Saving: 17; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 69; Green Deal Eligible: Y | Description: High heat retention storage heaters; Indicative Cost: £800 - £1,200; Typical Saving: 202; Energy Rating after improvement: C 80; Environmental Rating after improvement: D 68; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","Pitched, 100 mm loft insulation ","Average ","Average ","(another dwelling below) ","N/A ","N/A ","Description: Multiple glazing throughout ","Good ","Good ","Room heaters, electric ","Very Poor ","Poor ","Appliance thermostats ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Poor ","Poor ","Low energy lighting in 83% of fixed outlets ","Very Good ","Very Good ",,,,2.40,0.30,2106.0000,1128.0000,852.00,759.00,240.00,258.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,2608,1692,-492,0,0,,1984-1991,2.39,S01002009 (Marchmont East and Sciennes),321.00,0,6,5,83,top floor,03,4,2,unheated corridor,2,Edinburgh City,,room heaters,electricity (not community),2602,natural,dual,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,3.82,00QPMQ,Southside/Newington,0,Mid-Terrace,Flat,S01008611 (Marchmont East and Sciennes - 01),2024-03-18 15:48:57.2344845
1000012318,127042313,"143 HOLMBURN ROAD ","NETHERTHIRD ","CUMNOCK ",KA18 3EF,2024-03-13,"RdSAP, existing dwelling",2024-03-14,183.00,80,3240.0000,393.0000,76,C,89,B,76,C,89,B,32.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 511; Energy Rating after improvement: B 89; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 55; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | Description: Floor insulation (solid floor); Indicative Cost: £4,000 - £6,000; Typical Saving: 76; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | ","System built, with external insulation ","Good ","Good ","Pitched, 200 mm loft insulation ","Good ","Good ","Solid, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.60,1.30,2475.0000,2247.0000,441.00,276.00,324.00,324.00,,,7908,1699,0,0,0,,1950-1964,2.3,S01001292 (Cumnock South and Craigens),92.00,0,9,9,100,,,1,4,,4,East Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (social),rental,,00QKMH,Cumnock and New Cumnock,0,Mid-Terrace,House,S01007910 (Cumnock South and Craigens - 02),2024-03-14 18:24:56.9460308
1000006390,120034438,"7B MAIN STREET ",,"GOREBRIDGE ",EH23 4BX,2024-02-29,"RdSAP, existing dwelling",2024-03-04,286.00,75,4494.0000,1653.0000,67,D,89,B,63,D,89,B,50.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 125; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £3,300 - £6,500; Typical Saving: 161; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 157; Energy Rating after improvement: C 70; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 54; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 74; Green Deal Eligible: Y | Description: Upgrade heating controls; Indicative Cost: £350 - £450; Typical Saving: 54; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 516; Energy Rating after improvement: B 89; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) ","Poor ","Poor ","Pitched, 200 mm loft insulation | Roof room(s), insulated ","Good | Good ","Good | Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.80,2.50,3666.0000,2175.0000,522.00,360.00,306.00,306.00,,,11845,2036,0,0,-1762,,1919-1929,2.34,S01004146 (Gorebridge and Middleton),99.00,0,9,9,100,,,1,3,,3,Midlothian,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,,00QWMF,Midlothian South,0,Semi-Detached,House,S01011042 (Gorebridge and Middleton - 03),2024-03-04 09:30:26.3746124
1000006559,130079251,"10 ALLTAN PLACE ","CULLODEN ","INVERNESS ",IV2 7TB,2024-01-09,"RdSAP, existing dwelling",2024-01-10,465.00,55,4527.0000,924.0000,66,D,87,B,48,E,72,C,79.00,"Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 32; Energy Rating after improvement: C 70; Environmental Rating after improvement: E 52; Green Deal Eligible: N | Description: Heat recovery system for mixer showers; Indicative Cost: £585 - £725; Typical Saving: 46; Energy Rating after improvement: C 72; Environmental Rating after improvement: D 58; Green Deal Eligible: Y | Description: High performance external doors; Indicative Cost: £1,000; Typical Saving: 47; Energy Rating after improvement: C 73; Environmental Rating after improvement: D 60; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 122; Energy Rating after improvement: C 69; Environmental Rating after improvement: E 51; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 538; Energy Rating after improvement: B 87; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 61; Energy Rating after improvement: C 71; Environmental Rating after improvement: D 57; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 250 mm loft insulation ","Good ","Good ","Suspended, limited insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters ","Average ","Poor ","Controls for high heat retention storage heaters ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Poor ","Poor ","Low energy lighting in 57% of fixed outlets ","Good ","Good ",,,,4.30,1.90,3105.0000,2649.0000,1026.00,675.00,396.00,279.00,,,6202,1773,0,0,0,,1992-1998,2.39,S01003856 (Inverness Culloden and Balloch),263.00,0,7,4,57,,,1,3,,3,Highland,,electric storage heaters,electricity (not community),2404,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QTMT,Culloden and Ardersier,0,Semi-Detached,Bungalow,S01010572 (Inverness Culloden and Balloch - 02),2024-01-10 16:21:16.6184499
1000006734,906339206,"2F2  ","16 KIRK STREET ","EDINBURGH ",EH6 5EY,2024-03-06,"RdSAP, existing dwelling",2024-03-07,387.00,56,6588.0000,2964.0000,48,E,72,C,53,E,75,C,65.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 606; Energy Rating after improvement: D 62; Environmental Rating after improvement: D 66; Green Deal Eligible: Y | Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £3,300 - £6,500; Typical Saving: 383; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Boiler and radiators, electric ","Very Poor ","Poor ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","Electric immersion, standard tariff ","Very Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.70,1.70,4782.0000,1812.0000,1566.00,1566.00,240.00,246.00,,,5010,1679,0,0,-1949,,before 1919,3.1,S01002270 (Great Junction Street),213.00,0,7,7,100,mid floor,02,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,electricity (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,rental,3.62,00QPMN,Leith,0,Mid-Terrace,Flat,S01008790 (Great Junction Street - 06),2024-03-07 12:34:33.2372119
1000007468,127044578,"8 CASTLE ","NEW CUMNOCK ","CUMNOCK ",KA18 4AH,2024-01-24,"RdSAP, existing dwelling",2024-01-25,257.00,82,4452.0000,1290.0000,69,C,88,B,65,D,87,B,45.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 64; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 188; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 511; Energy Rating after improvement: B 88; Environmental Rating after improvement: B 87; Green Deal Eligible: Y | Description: Increase loft insulation to 270 mm; Indicative Cost: £100 - £350; Typical Saving: 64; Energy Rating after improvement: C 70; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 113; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Cavity wall, as built, no insulation (assumed) ","Poor ","Poor ","Pitched, 75 mm loft insulation ","Average ","Average ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.70,2.10,3513.0000,2412.0000,606.00,417.00,333.00,333.00,"Description: External insulation with cavity wall insulation |  ",,11196,2128,-710,-2076,0,,1950-1964,2.28,S01001282 (New Cumnock),110.00,0,8,8,100,,,1,4,,4,East Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QKMH,Cumnock and New Cumnock,0,Mid-Terrace,House,S01007908 (New Cumnock - 04),2024-01-25 09:08:40.3111764
1000008469,9051110782,"FIRST FLOOR LEFT  ","1 WALKER PLACE ","ABERDEEN ",AB11 8BQ,2024-01-12,"RdSAP, existing dwelling",2024-01-12,352.00,50,3750.0000,876.0000,63,D,71,C,59,D,70,C,62.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 292; Energy Rating after improvement: C 71; Environmental Rating after improvement: C 70; Green Deal Eligible: Y | ","Granite or whinstone, as built, no insulation (assumed) | Timber frame, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","(another dwelling above) | Pitched, no insulation (assumed) ","N/A | Very Poor ","N/A | Very Poor ","(other premises below) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.10,0.80,3105.0000,2226.0000,426.00,429.00,219.00,219.00,,,10388,1661,-904,0,-3564,,before 1919,2.91,S01000078 (Torry West),258.00,1,7,7,100,mid floor,01,1,2,unheated corridor,2,Aberdeen City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,4.66,00QAMM,Torry/Ferryhill,0,Semi-Detached,Flat,S01006628 (Torry West - 05),2024-01-12 11:33:52.5494546
1000008479,9051110791,"SECOND FLOOR LEFT  ","2 WALKER PLACE ","ABERDEEN ",AB11 8BQ,2024-01-09,"RdSAP, existing dwelling",2024-01-18,293.00,49,3165.0000,492.0000,68,D,72,C,67,D,73,C,52.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 163; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | ","Granite or whinstone, as built, no insulation (assumed) | Timber frame, as built, no insulation (assumed) ","Poor | Poor ","Poor | Poor ","Pitched, 200 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.60,0.50,2496.0000,2004.0000,453.00,453.00,216.00,216.00,,,7947,1691,0,0,-1927,,before 1919,2.79,S01000078 (Torry West),240.00,1,5,5,100,top floor,02,1,3,unheated corridor,3,Aberdeen City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (social),rental,5.18,00QAMM,Torry/Ferryhill,0,Semi-Detached,Flat,S01006628 (Torry West - 05),2024-01-18 16:51:01.8859065
1000008653,906122711,"44 HAY AVENUE ","NIDDRIE ","EDINBURGH ",EH16 4AQ,2024-03-15,"RdSAP, existing dwelling",2024-03-18,177.00,80,3174.0000,180.0000,76,C,87,B,75,C,87,B,31.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 525; Energy Rating after improvement: B 87; Environmental Rating after improvement: B 87; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 60; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","Solid, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.50,1.10,2253.0000,2253.0000,573.00,393.00,348.00,348.00,,,7012,2138,0,0,0,,1999-2002,2.46,S01001978 (Niddrie),100.00,0,9,9,100,,,1,4,,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (social),rental,,00QPMS,Portobello/Craigmillar,0,Semi-Detached,House,S01008710 (Niddrie - 05),2024-03-18 07:23:10.1527192
